Zipcode,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Median Gross Rents,Year
08887,1079.0,43.5,64205.0,39043.0,72.0,6.672845227062094,1507.0,2013
08889,9934.0,44.7,124712.0,60270.0,623.0,6.2713911817998795,1208.0,2013
08890,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,2013
08901,55476.0,23.1,39901.0,14614.0,16144.0,29.100872449347467,1365.0,2013
08902,41774.0,36.3,81531.0,35200.0,2297.0,5.498635514913583,1430.0,2013
08904,14136.0,33.3,73789.0,39800.0,1632.0,11.544991511035654,1261.0,2013
10001,21966.0,34.7,81671.0,82166.0,3375.0,15.364654465992897,1830.0,2013
10002,82191.0,39.8,33218.0,26227.0,23346.0,28.404569843413512,848.0,2013
10003,57310.0,32.3,92540.0,74189.0,5916.0,10.322805793055313,1855.0,2013
10004,2807.0,33.1,129313.0,108786.0,250.0,8.906305664410402,2001.0,2013
10005,6822.0,28.6,124670.0,102849.0,724.0,10.612723541483437,2001.0,2013
10006,2507.0,31.3,119274.0,101271.0,252.0,10.051854806541684,2001.0,2013
10007,6525.0,34.0,216037.0,157713.0,144.0,2.206896551724138,2001.0,2013
10009,62810.0,36.3,59929.0,43893.0,12567.0,20.007960515841425,1436.0,2013
10010,30670.0,35.1,97955.0,79491.0,4204.0,13.707205738506683,2001.0,2013
10011,52167.0,39.7,104238.0,110631.0,4379.0,8.394195564245596,1911.0,2013
10012,26145.0,34.1,86594.0,72914.0,2552.0,9.760948556129279,1843.0,2013
10013,26065.0,36.4,83725.0,90699.0,3223.0,12.365240744293112,1388.0,2013
10014,30597.0,36.7,108483.0,106068.0,1989.0,6.500637317384057,2001.0,2013
10016,51196.0,32.8,105324.0,87986.0,4689.0,9.158918665520744,2001.0,2013
10017,16129.0,37.2,100652.0,101239.0,1207.0,7.483414966829933,2001.0,2013
10018,7021.0,30.9,104635.0,75598.0,972.0,13.844181740492807,2001.0,2013
10019,38394.0,38.8,84424.0,84966.0,5013.0,13.056727613689638,1984.0,2013
10020,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,2013
10021,40862.0,42.7,107907.0,120077.0,2763.0,6.76178356419167,1859.0,2013
10022,29618.0,45.3,109019.0,129778.0,1318.0,4.449996623674792,2001.0,2013
10023,61315.0,41.3,103534.0,99496.0,5316.0,8.669982875315991,1951.0,2013
10024,59164.0,41.8,109956.0,97633.0,3950.0,6.676357244270164,1905.0,2013
10025,97390.0,38.2,68516.0,55843.0,16008.0,16.437005852756958,1451.0,2013
10026,37871.0,33.6,43107.0,28674.0,10640.0,28.09537640938977,914.0,2013
10027,62617.0,30.7,37872.0,27349.0,16581.0,26.480029384991298,950.0,2013
10028,44295.0,40.3,104638.0,107679.0,2538.0,5.72976633931595,1944.0,2013
10029,77454.0,33.5,31888.0,25270.0,21062.0,27.19291450409275,853.0,2013
10030,28472.0,34.0,31925.0,23992.0,7954.0,27.936218038774935,823.0,2013
10031,59092.0,33.0,37655.0,23322.0,16139.0,27.311649631083736,1062.0,2013
10032,59374.0,34.5,34568.0,19005.0,16743.0,28.199211776198336,1035.0,2013
10033,58710.0,35.9,41556.0,23403.0,14274.0,24.312723556463975,1160.0,2013
10034,41510.0,36.5,41171.0,22909.0,10697.0,25.769694049626597,1102.0,2013
10035,33488.0,34.2,24533.0,19541.0,13486.0,40.271141901576684,666.0,2013
10036,23132.0,38.2,66599.0,68213.0,3174.0,13.72125194535708,1770.0,2013
10037,17377.0,37.6,37341.0,25535.0,4327.0,24.90073085112505,953.0,2013
10038,20082.0,32.4,66074.0,58768.0,3679.0,18.319888457324968,1537.0,2013
10039,26577.0,33.3,33595.0,19675.0,7664.0,28.836964292433308,802.0,2013
10040,44825.0,37.0,42721.0,23593.0,9909.0,22.10596765197992,1127.0,2013
10044,12346.0,40.2,83066.0,43053.0,1218.0,9.865543495869108,1982.0,2013
10065,32797.0,38.9,115519.0,119546.0,1718.0,5.238283989389274,2001.0,2013
10069,5118.0,38.1,170630.0,123349.0,229.0,4.474404064087534,2001.0,2013
10075,24849.0,40.9,102941.0,106575.0,1719.0,6.917783411807316,1868.0,2013
10103,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,2013
10110,2.0,-666666666.0,-666666666.0,,1.0,50.0,-666666666.0,2013
10111,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,2013
10112,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,2013
10115,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,2013
10119,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,2013
10128,60121.0,38.8,96296.0,89300.0,4560.0,7.58470417990386,1879.0,2013
10152,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,2013
10153,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,2013
10154,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,2013
10162,1327.0,39.7,168667.0,106304.0,0.0,0.0,2001.0,2013
10165,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,2013
10167,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,2013
10168,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,2013
10169,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,2013
10170,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,2013
10171,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,2013
10172,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,2013
10173,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,2013
10174,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,2013
10177,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,2013
10199,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,2013
10271,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,2013
10278,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,2013
10279,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,2013
10280,8685.0,37.9,129574.0,82005.0,428.0,4.928036845135291,2001.0,2013
10282,6217.0,33.9,230952.0,121627.0,132.0,2.123210551713045,2001.0,2013
10301,38885.0,34.7,56848.0,27952.0,7490.0,19.261926192619264,1155.0,2013
10302,16811.0,34.0,56841.0,24198.0,4278.0,25.44762357979894,1129.0,2013
10303,24537.0,31.1,51537.0,22077.0,5356.0,21.82825936341036,1013.0,2013
10304,43084.0,34.8,53168.0,27103.0,8444.0,19.598923034072975,1100.0,2013
10305,42006.0,39.9,70758.0,30172.0,4464.0,10.627053278103128,1183.0,2013
10306,55902.0,41.4,75807.0,34834.0,3524.0,6.303888948517048,1201.0,2013
10307,14829.0,37.4,86457.0,36028.0,666.0,4.491199676309933,1334.0,2013
10308,28939.0,42.6,88075.0,38275.0,1517.0,5.242060886692698,1333.0,2013
10309,32646.0,38.5,86297.0,35719.0,2209.0,6.766525761195859,1274.0,2013
10310,25227.0,34.1,61925.0,27923.0,5477.0,21.71086534268839,1178.0,2013
10311,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,2013
10312,60081.0,41.2,85324.0,36128.0,4077.0,6.785839117191791,1166.0,2013
10314,87276.0,41.0,77242.0,32807.0,7454.0,8.540721389614555,1187.0,2013
10451,47069.0,31.2,26754.0,14629.0,17343.0,36.84590707259555,874.0,2013
10452,74931.0,30.4,25979.0,13019.0,27804.0,37.106137646634906,996.0,2013
10453,79793.0,30.7,25470.0,12616.0,32478.0,40.70281854297996,990.0,2013
10454,38089.0,29.3,20232.0,11561.0,17503.0,45.95289978734018,633.0,2013
10455,38576.0,28.7,22609.0,12231.0,14725.0,38.171401907922025,770.0,2013
10456,87723.0,30.3,23452.0,12486.0,34727.0,39.587109423982305,890.0,2013
10457,70282.0,29.0,24949.0,12952.0,27579.0,39.240488318488374,1016.0,2013
10458,74859.0,29.2,24618.0,14488.0,27406.0,36.61016043495104,1070.0,2013
10459,47977.0,28.6,24461.0,12436.0,19146.0,39.90662192300477,913.0,2013
10460,56084.0,30.0,22307.0,12828.0,22608.0,40.31096212823622,942.0,2013
10461,51730.0,38.2,52347.0,26630.0,7727.0,14.93717378697081,1199.0,2013
10462,77369.0,35.3,45864.0,21836.0,15758.0,20.367330584601067,1167.0,2013
10463,70420.0,38.8,54258.0,30875.0,11878.0,16.867367225220107,1137.0,2013
10464,4248.0,48.7,70078.0,39454.0,266.0,6.261770244821093,1319.0,2013
10465,44862.0,40.1,65450.0,29953.0,6171.0,13.75551691855022,1188.0,2013
10466,70609.0,35.9,44012.0,19925.0,14429.0,20.4350720163152,1100.0,2013
10467,98754.0,32.4,36048.0,18137.0,26803.0,27.141179091479838,1097.0,2013
10468,71822.0,32.0,33776.0,15537.0,22075.0,30.73570772186795,1104.0,2013
10469,71843.0,36.2,57776.0,22960.0,9246.0,12.86972982754061,1235.0,2013
10470,14850.0,36.2,58600.0,28734.0,1696.0,11.42087542087542,1193.0,2013
10471,22030.0,43.6,71798.0,43630.0,1726.0,7.834770767135724,1342.0,2013
10472,68898.0,30.4,30288.0,14652.0,24273.0,35.230340503352785,1052.0,2013
10473,58660.0,36.1,35866.0,19561.0,15513.0,26.44561882032049,808.0,2013
10474,12519.0,29.1,25676.0,11410.0,4803.0,38.36568416007668,970.0,2013
10475,43231.0,46.5,43629.0,25870.0,4850.0,11.218801323124609,904.0,2013
10501,1217.0,39.9,143529.0,62287.0,34.0,2.7937551355792936,-666666666.0,2013
10502,5346.0,46.0,135139.0,59920.0,117.0,2.1885521885521886,1693.0,2013
10503,158.0,59.1,135192.0,59994.0,49.0,31.0126582278481,-666666666.0,2013
10504,7960.0,40.5,182292.0,97947.0,188.0,2.3618090452261304,1793.0,2013
10505,638.0,40.6,167885.0,55017.0,0.0,0.0,-666666666.0,2013
10506,5448.0,44.1,180823.0,92213.0,161.0,2.9552129221732746,1412.0,2013
10507,6801.0,39.9,70557.0,45812.0,560.0,8.234083223055434,1360.0,2013
10509,20209.0,41.1,90437.0,41563.0,1406.0,6.957296254144193,1366.0,2013
10510,10166.0,44.4,144414.0,75075.0,370.0,3.6395829234703916,1254.0,2013
10511,2260.0,44.5,89107.0,51594.0,99.0,4.380530973451328,1553.0,2013
10512,24778.0,42.5,87802.0,39376.0,1156.0,4.665429009605295,1131.0,2013
10514,13256.0,39.9,202414.0,91961.0,394.0,2.972238986119493,1750.0,2013
10516,5223.0,43.2,81442.0,44447.0,284.0,5.437488033697109,1411.0,2013
10517,622.0,31.4,90200.0,31859.0,0.0,0.0,1649.0,2013
10518,1390.0,46.0,192045.0,74505.0,110.0,7.913669064748201,1480.0,2013
10519,166.0,49.5,124208.0,52513.0,2.0,1.2048192771084338,-666666666.0,2013
10520,13113.0,46.3,102807.0,55099.0,456.0,3.477465110958591,1293.0,2013
10522,10948.0,41.5,105000.0,47914.0,352.0,3.215199123127512,1551.0,2013
10523,8029.0,34.6,81667.0,31742.0,612.0,7.622368912691494,1925.0,2013
10524,4488.0,47.7,114760.0,51545.0,405.0,9.024064171122994,1630.0,2013
10526,1571.0,41.5,101750.0,72202.0,28.0,1.7823042647994907,-666666666.0,2013
10527,1145.0,43.7,194872.0,60919.0,17.0,1.48471615720524,-666666666.0,2013
10528,12692.0,39.3,99888.0,57104.0,766.0,6.035297825401828,1859.0,2013
10530,11891.0,48.9,92923.0,59748.0,482.0,4.0534858296190395,1646.0,2013
10532,5074.0,44.0,110484.0,42864.0,183.0,3.6066219944816713,1613.0,2013
10533,7662.0,43.9,131522.0,82337.0,159.0,2.0751761942051683,1398.0,2013
10535,796.0,37.5,90500.0,35797.0,0.0,0.0,1626.0,2013
10536,10719.0,44.4,153750.0,69441.0,384.0,3.582423733557235,1710.0,2013
10537,2242.0,37.3,81259.0,32716.0,127.0,5.664585191793042,1103.0,2013
10538,16673.0,42.1,160964.0,94794.0,794.0,4.762190367660289,1565.0,2013
10541,26643.0,42.0,106890.0,40222.0,640.0,2.4021318920541983,1293.0,2013
10543,20157.0,40.9,87316.0,53168.0,1377.0,6.831373716326834,1576.0,2013
10545,126.0,63.6,-666666666.0,9276.0,56.0,44.44444444444444,-666666666.0,2013
10546,1092.0,41.5,116726.0,71264.0,15.0,1.3736263736263736,1736.0,2013
10547,7421.0,39.6,81820.0,35618.0,536.0,7.222746260611777,1266.0,2013
10548,3089.0,49.0,93000.0,43271.0,150.0,4.855940433797345,1389.0,2013
10549,15798.0,38.2,81839.0,53118.0,1713.0,10.843144701860995,1399.0,2013
10550,36804.0,34.3,39954.0,21310.0,7210.0,19.590261928051298,1129.0,2013
10552,20815.0,40.9,64001.0,38778.0,1952.0,9.377852510208983,1224.0,2013
10553,9895.0,40.7,58514.0,26137.0,1510.0,15.260232440626579,1255.0,2013
10560,4786.0,51.0,127604.0,69264.0,147.0,3.0714584203928124,1995.0,2013
10562,31502.0,39.0,74896.0,35764.0,4342.0,13.78325185702495,1406.0,2013
10566,23702.0,39.7,58226.0,30011.0,3298.0,13.914437600202515,1240.0,2013
10567,20241.0,42.6,105199.0,45174.0,727.0,3.591719776690875,1449.0,2013
10570,12735.0,39.2,123778.0,58914.0,219.0,1.7196702002355713,1560.0,2013
10573,38429.0,38.3,66629.0,37421.0,4684.0,12.188711650055946,1448.0,2013
10576,4948.0,49.2,154643.0,88349.0,126.0,2.5464834276475345,2001.0,2013
10577,5823.0,20.3,228487.0,60184.0,134.0,2.3012193027648977,2001.0,2013
10578,534.0,52.5,130260.0,46810.0,0.0,0.0,-666666666.0,2013
10579,8969.0,42.9,102188.0,43600.0,597.0,6.656260452670309,1367.0,2013
10580,17241.0,41.6,153640.0,96768.0,553.0,3.2074705643524157,1829.0,2013
10583,39601.0,42.7,168571.0,89234.0,1113.0,2.8105350874977906,2001.0,2013
10588,2389.0,42.0,71686.0,38745.0,7.0,0.29300962745918796,1080.0,2013
10589,9158.0,53.5,98462.0,60592.0,374.0,4.08386110504477,2001.0,2013
10590,6926.0,44.2,126012.0,62068.0,95.0,1.3716430840311868,1672.0,2013
10591,22890.0,39.3,80814.0,46546.0,1924.0,8.405417212756662,1435.0,2013
10594,5020.0,38.6,114286.0,41069.0,224.0,4.46215139442231,1529.0,2013
10595,8407.0,39.1,107708.0,38723.0,679.0,8.076602830974188,1499.0,2013
10596,1270.0,37.7,52051.0,24923.0,100.0,7.874015748031496,1158.0,2013
10597,1233.0,42.3,189737.0,91911.0,9.0,0.7299270072992701,-666666666.0,2013
10598,29234.0,44.4,106576.0,46099.0,477.0,1.6316617636998016,1353.0,2013
10601,10623.0,38.6,67754.0,49184.0,1443.0,13.583733408641626,1411.0,2013
10603,18142.0,36.5,91903.0,42062.0,1381.0,7.612170653731672,1476.0,2013
10604,11863.0,40.5,83842.0,49657.0,1126.0,9.491696872629182,1695.0,2013
10605,18337.0,41.7,108047.0,56927.0,1112.0,6.064241697115122,1410.0,2013
10606,16632.0,37.6,68368.0,35483.0,1468.0,8.826358826358826,1519.0,2013
10607,7098.0,41.0,132857.0,53241.0,333.0,4.691462383770076,1823.0,2013
10701,61167.0,34.5,43767.0,23782.0,14541.0,23.772622492520476,1146.0,2013
10703,20390.0,38.0,57116.0,25535.0,3246.0,15.919568415890142,1285.0,2013
10704,30516.0,40.6,67091.0,32964.0,2681.0,8.785555118626295,1286.0,2013
10705,39924.0,33.1,47358.0,22065.0,7488.0,18.755635707844906,1119.0,2013
10706,8555.0,46.4,125960.0,66392.0,328.0,3.8340151957919346,1601.0,2013
10707,10479.0,38.8,94897.0,49415.0,470.0,4.485160797786048,1587.0,2013
10708,21809.0,43.8,95815.0,67064.0,1184.0,5.428951350359943,1409.0,2013
10709,9303.0,43.1,92098.0,49535.0,283.0,3.0420294528646674,1468.0,2013
10710,26432.0,44.2,76526.0,37514.0,1400.0,5.296610169491525,1306.0,2013
10801,41093.0,35.1,54504.0,27655.0,6933.0,16.87148662789283,1254.0,2013
10803,12439.0,39.7,140000.0,73808.0,374.0,3.0066725621030628,1584.0,2013
10804,15096.0,43.5,157950.0,76886.0,474.0,3.1399046104928456,1561.0,2013
10805,18138.0,40.1,55639.0,32634.0,1830.0,10.089315249751902,1356.0,2013
10901,22875.0,43.8,85147.0,46989.0,1064.0,4.651366120218579,1217.0,2013
10910,26.0,-666666666.0,-666666666.0,,0.0,0.0,-666666666.0,2013
10911,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,,-666666666.0,2013
10913,5175.0,41.8,122857.0,46193.0,95.0,1.8357487922705313,-666666666.0,2013
10914,224.0,10.9,123667.0,34202.0,0.0,0.0,-666666666.0,2013
10915,158.0,46.9,-666666666.0,17350.0,32.0,20.253164556962027,-666666666.0,2013
10916,4446.0,40.9,103583.0,37392.0,99.0,2.2267206477732793,2001.0,2013
10917,1808.0,46.1,72216.0,41007.0,104.0,5.752212389380531,1307.0,2013
10918,12043.0,40.0,87114.0,36372.0,508.0,4.218218051980403,1251.0,2013
10919,1346.0,45.0,107500.0,38793.0,25.0,1.8573551263001487,1415.0,2013
10920,8744.0,42.5,94526.0,42691.0,455.0,5.203568161024703,1426.0,2013
10921,3926.0,45.6,70975.0,32810.0,213.0,5.425369332654101,1093.0,2013
10922,1355.0,42.1,87566.0,36562.0,114.0,8.413284132841328,1202.0,2013
10923,8797.0,36.6,88047.0,31107.0,1081.0,12.288280095487098,1449.0,2013
10924,13141.0,41.3,84661.0,36792.0,579.0,4.406057377672932,1162.0,2013
10925,4446.0,40.4,66888.0,41951.0,438.0,9.851551956815115,1125.0,2013
10926,3354.0,36.5,75906.0,38796.0,71.0,2.1168753726893264,1384.0,2013
10927,11952.0,32.5,55556.0,25685.0,1948.0,16.298527443105755,1228.0,2013
10928,4033.0,41.4,66493.0,34152.0,408.0,10.11653855690553,1047.0,2013
